id,cond,n_trials,mean,sd,aSEM,bSEM
a,other,100,0.05201999166514,0.328917906227323,0.0328917906227323,0.0339430172089341
b,other,100,0.144328384424937,1.12426058632677,0.112426058632677,0.111788095681289
c,other,115,0.0597606065062509,0.579806953784682,0.0540672772255385,0.0536114084039451
d,other,102,-0.00281121547946909,0.51184610532807,0.0506803163572769,0.0520958525496241
e,other,100,0.00257694537506326,1.82172655510616,0.182172655510616,0.18265612507674
