seed,other_10,other_20,other_30,other_40,other_50,other_60,other_70,other_80,other_90,other_100
9585,0.22815732483224,0.820251777596764,0.939024978967542,0.741240497851947,0.924523784149101,0.986563829603105,0.934916993955266,0.878857487545292,0.592349705370381,0.698184319420819
7754,0.441114601623294,0.72352550897052,0.422417983278708,-0.441685209699348,0.421808291964191,0.811346030204592,0.660721896800378,0.320796227971483,0.868901584183365,0.917641717202809
2437,-0.499091015686966,0.949452606244919,-0.479792680793579,0.375791454603177,0.906028014786442,0.899125771358011,0.918130810774334,0.971262063038957,0.95778828259583,0.934492118327625
3145,-0.0169241038353083,0.879076090594491,0.62285362877664,-0.153098955551994,0.259119882643917,0.592269131782023,0.705413765771743,0.178446331201312,0.249452789152084,0.518874989860999
9852,0.802865319852159,0.478658359289113,-0.571918145789412,-0.198756821750803,0.866499825908312,0.394134670516592,0.261627663116267,0.399567076101499,0.871860959492521,0.949726551641851
6171,0.287884315529281,0.576422904264974,0.170215402116789,0.076342143166716,0.0781114436979173,0.0902712787490006,0.0534704531282905,0.895718625578113,0.74469991868545,0.824785561851002
5870,0.728126595634469,0.622676281897237,0.544056081564922,0.803439690095244,0.916700761794753,0.950457201827918,0.84220728680935,0.921432736912605,0.608312488966011,0.418325747880955
2972,0.571282377403148,0.732423025221303,0.150688083439632,0.8525242294995,0.820126032492348,0.674360736770139,0.883730499560532,0.939116531925112,0.969797728688334,0.95474099448882
2987,-0.0169429199038063,0.153114254537116,0.318777784420936,-0.347673566535746,0.6507235407491,0.301069636295924,0.842675112673791,0.99710771862925,0.993654294858486,0.672351780632723
6326,-0.317762723341228,0.0240865160126366,-0.0650554849128641,-0.271488445221923,0.791910460792916,0.880831109629286,0.863890075769485,0.861977112685714,0.696428116224082,0.795701180616615
5782,-0.769372572503132,0.844495310150929,0.512308449952864,0.889547426980202,0.96817506846023,0.815632494879344,0.742460174694419,0.71230939967693,0.67531876156304,0.811275171939117
5121,-0.600475187962434,0.546849556834605,0.687693681287448,0.812561428313529,0.608830805581272,0.18479818913853,0.234155963362951,0.46947419379307,-0.162423203661625,0.478542402568849
4341,0.0461510804344172,0.798450639119257,-0.518200395468547,0.749791359825684,0.858033823942248,0.8883730548955,0.741298550982252,0.98420625569999,0.991830899541857,0.923790249900661
4037,0.0940824161514081,0.161559338336917,0.443564843161854,0.415471010906906,0.572647415748516,0.841152669422931,0.946026462782373,0.978351736284936,0.901455534694446,0.919922107823574
3213,0.116085374057854,0.993579443625268,-0.874704982275795,0.191972934301964,0.315286070168957,0.899255198914802,0.951268979180094,0.782166610856894,0.541762481247997,0.230541613470419
5123,-0.237219959168537,0.730926813935736,0.598378424731573,0.968363791123643,0.607391468682358,0.525754660297972,-0.207162038965765,-0.0254165858130016,0.131464519175146,0.242504811728941
297,-0.186174225755677,-0.238297171300491,0.790760228809665,0.316688189777153,0.0403792795540478,0.884709294373762,0.456851073633243,0.77853362426821,0.899055700681579,0.87870554236079
8904,-0.198356421340261,-0.298386993673219,0.413981983703159,0.6307099218134,0.665469452691322,0.636297261960942,0.913619748701637,0.882630028374304,0.739533361124084,0.747211116623512
7444,-0.0343243893005491,-0.281765614953954,0.530824773384584,0.689287704093947,0.74725973176482,0.855819554674735,0.498904394112038,0.443994196995104,0.694388423315819,0.772217440904873
779,-0.86114449523164,-0.532074865062914,-0.615419894267367,0.997666469227962,0.354447667538317,0.645453999066236,0.572723182439997,0.837738216683781,0.916700881061693,0.821378302115327
7621,0.582801461463391,0.203664931166943,-0.441555686598786,0.938695159477958,0.96650022976038,0.937535473885212,0.983650392376592,0.90686301924247,0.844174052371262,0.809857607133959
4063,0.853416541978415,0.776013241101577,0.437984321528622,0.933890189067015,0.786408003830283,0.538947400349798,0.948446186015631,0.528921585376931,0.860922919664906,0.744206874325521
8787,0.798730302839312,-0.178242845538705,0.859865892730854,0.879528407681379,0.84233180678747,0.879243815562987,0.916524213947207,0.696957880300822,0.806920963282318,0.824527186589348
1274,-0.687361645235634,-0.375936447373708,0.986867697315124,0.597565122678066,0.882385498480185,0.757493737807143,0.782754457240397,0.729696707052375,0.925988615700416,0.829132508797039
976,0.225726204897456,0.901110860943394,0.892787788275347,0.432313319622587,0.809422402970647,0.954627418619342,0.99587849566463,0.797941615639877,0.777210206422585,0.816996900498645
6642,0.802728743148539,-0.710815965243095,-0.253653551135768,0.798505872790357,0.731661672318876,0.680271634679651,0.142546729400153,0.465949752233976,0.715709235834276,0.787867825663888
9984,-0.525462038414723,-0.80892171040115,0.618311417240061,0.837089256699009,0.845424559080975,0.945651698609668,0.826071864612536,0.707520309165386,0.96204604340228,0.767955134438307
6469,0.488492092292349,0.932106344462769,0.975031683026425,0.870512112372576,0.9478781767744,0.90934101296867,0.834628863291895,0.979638240876383,0.960712693262397,0.923755267887477
8382,0.591008628555587,0.672135623462926,0.688656759237389,0.214924407876373,0.515006531084351,0.706401353397842,0.95419368566147,0.921381362061849,0.599657233256714,0.724193631305837
7017,-0.535865002626792,0.879975479950657,0.23552847923104,-0.681897918520541,-0.622506386589884,-0.108136565494657,0.729007390509345,0.943345623233134,0.789585471800987,0.777985047499401
4273,-0.0115334512572889,0.677241026794388,0.131916712998593,0.843218769448195,0.920712608266828,0.947894398627639,0.934164409492224,0.917087487198736,0.751359803815421,0.714281184780454
4293,0.693910640821682,-0.12011232516394,0.195752611291693,0.202594455476375,-0.0207794106176106,0.935353141286749,0.942650250264111,0.864628236966376,0.922483518398769,0.876637715017526
7042,0.460077628515582,-0.796616284385486,0.927731141669039,-0.657063687221336,-0.798680979794954,-0.21745848341277,0.32179580588768,0.924236366720767,0.947123596186013,0.961733508674881
3994,0.9384723811897,0.204070446619094,0.777242952749539,0.81250455583029,0.922849464472652,0.430427287531424,0.7817688003013,0.858568225478725,0.687756316515764,0.899826584414327
277,0.446054627227534,0.588477267839448,0.685153630402807,0.600473253878622,0.954374263430058,0.9557366416284,0.67217065158398,-0.140808512334509,-0.377369820071303,-0.0427578388428304
477,-0.716833329716278,-0.640888904902247,-0.30075275308679,-0.097654055985242,0.475675829062483,0.886187750751754,0.852815565397448,0.688082314735826,0.731036922848887,0.905727906013217
7536,-0.625857536423609,0.698174529020473,0.984720008247782,0.87506419720275,0.18686056137117,-0.0844235968883144,-0.480479856549291,-0.309086339202475,0.745631273226087,0.913640434602666
6354,0.448212603176554,-0.39283748929511,0.888870419854626,0.374591823535388,0.792038340570654,0.799194644894998,0.362593783446881,0.938314438349387,0.823236733476848,0.899287009036137
8948,0.870339989264097,0.130540770792247,0.437993982561442,0.747899436244376,0.755369306562121,0.894717565729706,0.930056624310863,0.740620223761008,0.923419272528378,0.924291407362135
9170,-0.0333160492790185,0.956916825894798,-0.152761902901789,0.788893872217155,0.980463078779847,0.908633872862628,0.31541371670491,0.432924999858615,0.467877551198773,0.473802113650869
8178,-0.555269150370519,-0.161541737691755,0.749132503998864,0.402279352044428,0.748454985489374,0.804393319556849,0.972951649262199,0.945993269584855,0.922137000832908,0.938463482175996
1124,0.588679655306761,0.872830576989645,0.794763180949482,0.68953841766297,0.517143397099218,0.915869512110758,0.945350206827472,0.907988045506835,0.901320284564004,0.938516702782422
6422,-0.038249096145475,0.486559018246772,0.740741251057476,0.951389757284907,0.992757917270451,0.54185683323381,0.637085918212017,0.614968023759205,0.713582769094593,0.783611965714572
6454,0.581293254057028,0.829644986782488,0.888128506138705,0.962212364180573,0.304900824735804,0.57225407037495,-0.420623421974931,-0.207174873806955,-0.13825846219996,0.524955656657567
2361,0.824909899994737,-0.399397827086345,-0.48110036287214,-0.20344880130943,0.543615062080062,0.718227769033807,0.376858836827282,0.882130895609154,0.906056291089288,0.595148618054113
385,0.624197063848638,0.944532352113895,0.97142955068396,0.69110028431259,0.736431268396119,0.91391251571824,0.32872240352355,0.88671666043238,0.942725991764516,0.79630136056337
5664,-0.986040853228916,0.911577836581167,0.653602790258579,-0.101968810076014,0.96565120395631,0.661132394935035,0.872270436198989,0.940444184597063,0.929604726947345,0.941259317760392
2487,-0.189348042672506,-0.0339876719093079,0.931723815858517,0.678863431393556,0.940391368634396,0.978586429618025,0.924415016628772,0.921214896825648,0.934489604975034,0.761749131404361
7017,-0.535865002626792,0.879975479950657,0.23552847923104,-0.681897918520541,-0.622506386589884,-0.108136565494657,0.729007390509345,0.943345623233134,0.789585471800987,0.777985047499401
4273,-0.0115334512572889,0.677241026794388,0.131916712998593,0.843218769448195,0.920712608266828,0.947894398627639,0.934164409492224,0.917087487198736,0.751359803815421,0.714281184780454
9694,-0.875151006648677,0.699567278340247,0.694263238756056,0.557334793596309,0.827028259024783,0.794104239180688,0.90413030261603,0.788747560151665,0.993603027291147,0.962132828682019
